,age,gender,dependents,occupation,customer_nw_category,current_balance,current_month_credit,previous_month_credit,churn
15877,60,Male,0,salaried,2,44226.72,27.73,0.59,0
15878,49,Male,1,self_employed,3,1710.66,142.94,0.09,1
15879,54,Male,1,salaried,3,41041.03,0.37,37135.09,0
15880,34,Female,0,salaried,2,446.07,0.64,0.64,1
15881,33,Female,0,self_employed,3,2074.19,0.56,886.27,0
15882,34,Male,0,self_employed,2,11069.66,9286.17,0.46,0
15883,22,Male,0,student,2,3454.95,0.09,0.09,0
15884,39,Male,1,salaried,2,1685.78,3645.97,0.34,0
15885,31,Male,0,salaried,2,3422.91,0.14,0.14,0
15886,35,Male,0,self_employed,2,4870.12,0.09,0.09,0
15887,63,Female,1,retired,2,1872.24,1814.9,0.41,0
15888,40,Female,0,salaried,3,1796.02,407.24,398.01,0
15889,75,Male,0,retired,3,305.51,0.63,1532.06,1
15890,14,Female,0,student,2,1785.16,0.46,0.46,0
15891,43,Female,0,self_employed,2,1681.68,271.49,0.49,0
15892,51,Male,0,salaried,2,7966.96,0.21,0.21,0
15893,42,Male,0,self_employed,2,1867.28,715.17,357.23,1
15894,27,Male,1,self_employed,2,6559.75,0.06,0.06,0
15895,37,Male,0,self_employed,3,1600.43,0.63,0.63,0
15896,48,Male,0,salaried,3,4051.86,2143.27,7.56,0
15897,72,Female,0,self_employed,1,1565.0,0.06,3156.24,1
15898,44,Male,1,self_employed,3,4725.99,0.64,0.64,0
15899,45,Male,1,self_employed,2,4336.6,0.61,6276.4,0
15900,79,Male,0,retired,1,5524.31,166.61,0.29,0
15901,41,Male,0,self_employed,3,2239.07,0.03,0.03,0
15902,60,Male,1,self_employed,3,5056.05,0.27,11279.33,0
15903,38,Female,0,self_employed,3,7088.26,0.1,311.93,0
15904,55,Male,0,self_employed,3,3161.0,0.47,0.47,0
15905,52,Male,0,salaried,2,6283.09,0.51,0.51,0
15906,35,Female,0,self_employed,3,8197.28,2572.03,1286.31,0
15907,50,Male,0,self_employed,2,3050.92,0.47,0.47,0
15908,37,Female,0,self_employed,3,3912.69,7.93,23.58,0
15909,24,Male,0,self_employed,2,43183.96,41429.01,0.44,0
15910,58,Female,0,self_employed,3,1685.7,0.66,0.66,0
15911,64,Male,1,self_employed,3,8369.69,1857.73,0.59,0
15912,49,Male,0,salaried,2,3471.51,253.11,24286.4,0
15913,41,Male,0,self_employed,3,2865.64,2143.46,186.31,0
15914,35,Female,0,self_employed,3,16688.6,0.04,0.04,0
15915,54,Female,0,salaried,3,3213.5,0.23,0.23,0
15916,36,Female,1,salaried,3,598.76,7554.67,19023.78,1
15917,53,Female,0,self_employed,2,10223.09,1131.46,6812.89,0
15918,48,Female,0,self_employed,2,17431.9,0.3,0.3,0
15919,33,Male,0,self_employed,2,2366.41,0.16,0.16,0
15920,54,Male,1,self_employed,2,73079.82,5514.76,1500.47,0
15921,48,Female,0,self_employed,3,322.65,0.5,3.36,1
15922,32,Male,0,salaried,2,3803.44,714.53,1985.96,0
15923,45,Female,0,self_employed,1,20903.07,0.06,0.06,0
15924,40,Male,0,salaried,2,9996.84,0.1,9923.99,0
15925,64,Female,0,self_employed,3,309.64,0.04,46961.44,1
15926,44,Male,0,salaried,2,1049.67,0.06,966.96,1
15927,34,Female,1,self_employed,2,1106.86,8732.47,1714.39,0
15928,56,Female,0,self_employed,2,2098.29,362.14,0.26,0
15929,70,Male,0,self_employed,2,18530.6,150.27,156.55,0
15930,50,Male,0,salaried,1,1120.28,0.24,0.24,1
15931,79,Female,0,retired,2,1190.39,0.06,31.37,0
15932,90,Female,0,self_employed,2,3350.43,1551.58,3102.88,0
15933,51,Male,1,salaried,2,8186.97,2697.96,2799.39,0
15934,50,Female,0,self_employed,1,12884.32,0.14,0.14,0
15935,47,Male,0,salaried,3,95.27,2198.6,1652.49,0
15936,31,Male,0,salaried,2,209.16,0.54,6767.47,0
15937,75,Male,0,self_employed,1,2132.83,0.34,0.34,0
15938,47,Female,0,salaried,2,3032.54,5789.76,1254.13,0
15939,41,Male,1,self_employed,2,13873.13,0.54,0.54,0
15940,48,Female,0,self_employed,2,5063.01,2857.49,4293.2,0
15941,90,Male,0,self_employed,3,7727.44,214.94,72.09,0
15942,57,Male,0,salaried,2,9931.4,0.49,0.09,0
15943,45,Female,0,self_employed,2,1969.34,0.61,0.61,0
15944,70,Female,0,retired,1,17476.29,286.26,771.97,0
15945,63,Female,0,self_employed,3,7682.62,0.24,0.24,0
15946,36,Male,1,self_employed,2,2163.62,0.14,38407.64,1
15947,41,Male,0,salaried,3,1218.0,0.01,0.01,0
15948,79,Male,0,self_employed,3,2355.8,0.31,0.31,0
15949,75,Male,0,self_employed,3,1706.77,257.39,31.24,0
15950,90,Male,0,retired,2,6880.75,0.51,4655.6,0
15951,47,Female,0,salaried,2,1034.02,0.07,0.07,1
15952,65,Male,0,self_employed,2,3164.63,41.7,1350.11,0
15953,69,Male,0,retired,3,29735.69,0.07,0.07,0
15954,12,Female,0,student,3,2302.14,0.69,0.69,0
15955,32,Female,0,self_employed,2,4077.78,0.06,0.06,1
15956,64,Female,0,retired,3,1687.62,0.17,0.17,0
15957,58,Male,0,salaried,2,2154.54,0.31,731.09,0
15958,56,Male,0,salaried,1,14367.97,0.7,51.79,0
15959,54,Female,0,salaried,2,23364.26,3043.36,3037.64,0
15960,75,Male,0,retired,2,2456.43,0.13,0.13,0
15961,54,Male,1,salaried,2,6046.49,5552.23,148290.94,1
15962,31,Female,1,self_employed,3,584.32,1076.9,742.95,0
15963,38,Female,0,salaried,3,2674.0,0.19,143.04,0
15964,71,Male,0,retired,2,3990.51,0.5,0.5,0
15965,71,Male,0,retired,3,3651.78,0.31,1428.89,0
15966,61,Female,0,self_employed,2,15492.13,0.7,0.7,0
15967,70,Male,0,self_employed,1,1051.1,215.0,222.43,0
15968,53,Female,0,self_employed,3,29619.36,5714.86,0.57,1
15969,45,Male,1,self_employed,3,670.3,7.14,0.21,1
15970,38,Male,0,self_employed,2,2907.52,0.49,829.06,0
15971,34,Male,0,self_employed,2,3104.06,0.5,0.5,0
15972,31,Male,0,self_employed,2,5443.66,0.3,0.3,0
15973,61,Female,0,self_employed,1,8920.72,0.34,16287.43,0
15974,52,Male,1,salaried,2,78.1,1785.94,0.23,0
15975,66,Female,0,self_employed,2,2649.79,264.36,0.6,0
15976,56,Male,1,self_employed,2,281.05,14976.19,286.19,0
15977,11,Male,0,student,2,6448.47,0.59,0.59,0
15978,27,Female,0,self_employed,3,4160.11,0.53,0.53,0
15979,39,Female,0,salaried,2,1550.7,0.43,0.43,0
15980,29,Male,0,salaried,1,1608.69,760.91,23069.2,0
15981,90,Male,0,self_employed,2,2214.77,0.21,0.21,0
15982,27,Male,0,self_employed,2,1533.78,0.2,0.2,0
15983,64,Female,0,self_employed,1,1428.73,0.16,389.04,0
15984,27,Male,0,salaried,3,2942.78,0.16,143.01,0
15985,48,Male,0,salaried,2,2531.89,0.49,0.49,0
15986,58,Male,0,salaried,3,4500.44,0.09,0.09,0
15987,90,Male,0,self_employed,1,1657.08,1716.81,0.04,0
15988,42,Female,0,self_employed,3,6824.34,314.99,229.27,0
15989,90,Male,0,self_employed,2,18482.64,4070.24,7000.54,0
15990,33,Male,0,salaried,2,2173.34,0.46,0.46,0
15991,30,Female,0,student,3,3515.31,671.73,643.16,0
15992,29,Male,0,salaried,1,14566.56,1759.61,21.76,0
15993,24,Male,0,self_employed,3,4897.1,786.41,4429.27,1
15994,68,Male,0,salaried,2,1697.31,1642.87,1536.09,1
15995,31,Female,1,salaried,2,1480.51,17.44,0.57,0
15996,64,Female,0,self_employed,3,197.82,0.7,172.13,0
15997,53,Male,1,self_employed,2,3289.43,2274.99,3754.93,0
15998,46,Female,0,self_employed,3,1979.27,0.64,0.64,0
15999,63,Male,0,self_employed,3,3017.31,766.63,0.21,0
16000,26,Female,0,student,3,3161.21,0.23,0.23,0
16001,37,Male,0,salaried,2,3027.89,0.47,0.47,0
16002,37,Male,0,salaried,2,4064.44,0.39,0.39,1
16003,55,Female,0,self_employed,3,233.2,0.17,0.17,1
16004,46,Male,0,salaried,3,5903.37,0.34,0.34,0
16005,90,Male,0,self_employed,1,1067.72,0.43,10484.43,0
16006,36,Female,0,self_employed,2,1044.37,935.84,935.84,1
16007,63,Male,1,retired,3,1586.9,620.13,0.5,0
16008,39,Female,0,self_employed,2,42042.05,692.26,984.63,0
16009,31,Female,1,self_employed,3,1276.51,714.69,3143.26,0
16010,46,Male,1,self_employed,3,2663.34,3629.16,286.3,0
16011,25,Male,0,student,2,6754.64,0.23,0.23,0
16012,63,Male,0,retired,3,2864.89,500.26,1300.26,0
16013,37,Female,0,self_employed,2,5318.5,126.8,0.13,0
16014,27,Female,0,self_employed,1,10097.48,0.09,1102.26,0
16015,27,Female,0,self_employed,2,4784.4,0.13,0.13,0
16016,44,Female,0,self_employed,3,2336.03,0.46,0.46,0
16017,74,Female,0,self_employed,2,6968.38,0.03,5565.71,0
16018,84,Male,0,retired,2,31046.14,136.66,35.77,0
16019,21,Female,0,student,1,16284.42,16499.86,0.4,0
16020,71,Male,0,self_employed,1,4846.3,4510.74,13711.91,0
16021,73,Female,0,retired,3,8355.85,0.23,0.23,0
16022,21,Female,0,student,2,2427.08,0.56,0.56,0
16023,58,Female,0,self_employed,3,2093.81,2529.19,1523.46,1
16024,29,Female,0,self_employed,2,13568.57,0.7,1143.56,0
16025,42,Female,0,self_employed,3,333.63,0.44,0.44,1
16026,42,Male,0,salaried,2,1946.43,1336.53,2809.14,0
16027,90,Male,0,self_employed,1,8182.89,19964.84,0.41,0
16028,47,Female,0,self_employed,2,4724.83,0.14,0.14,0
16029,31,Male,1,self_employed,3,5753.16,0.13,2857.2,0
16030,52,Female,0,self_employed,1,7915.47,5492.2,7143.24,0
16031,34,Male,0,salaried,3,2452.87,7415.14,0.34,0
16032,79,Male,0,retired,3,3895.7,0.47,0.47,0
16033,67,Male,0,self_employed,1,19708.65,589.37,589.37,0
16034,31,Male,1,self_employed,3,2165.66,0.39,0.39,0
16035,60,Male,1,self_employed,3,4390.74,0.64,0.64,1
16036,34,Female,0,salaried,2,4635.41,0.2,0.2,0
16037,81,Male,0,retired,2,1429.11,3214.83,2843.86,0
16038,44,Male,0,self_employed,3,609.95,0.13,572.24,0
16039,74,Male,0,retired,2,4980.06,1720.19,0.13,0
16040,66,Female,0,self_employed,2,445.69,114.59,114.59,0
16041,37,Female,0,self_employed,2,1939.19,0.4,0.4,0
16042,36,Female,0,self_employed,2,3151.83,0.16,0.16,0
16043,44,Female,0,self_employed,3,3170.75,125.71,126.04,1
16044,48,Female,0,salaried,2,1143.59,0.34,115928.91,1
16045,44,Female,1,self_employed,2,8284.47,6428.93,4286.07,0
16046,40,Female,0,self_employed,3,2241.08,729.19,0.19,0
16047,48,Male,1,salaried,2,1755.6,0.03,0.03,0
16048,90,Male,0,self_employed,2,148719.81,0.46,0.46,0
16049,61,Female,0,retired,3,15649.83,818.69,0.69,0
16050,55,Male,0,salaried,2,2998.55,868.1,146.53,1
16051,13,Male,0,student,1,1277.93,31.19,0.07,0
16052,90,Male,0,self_employed,2,90044.79,0.56,0.56,0
16053,46,Male,0,retired,3,1551.18,0.54,0.54,0
16054,52,Male,1,salaried,2,957.33,4626.46,6442.17,0
16055,83,Female,0,self_employed,3,12839.46,0.66,0.66,0
16056,66,Male,0,retired,2,2063.1,25.3,14.35,0
16057,32,Female,0,student,3,2364.97,0.66,0.66,1
16058,40,Female,1,self_employed,2,239.2,143.0,17785.86,1
16059,62,Male,0,self_employed,2,9323.35,393.07,793.07,0
16060,18,Male,0,student,3,2192.15,0.13,0.13,0
16061,20,Female,0,student,2,6617.43,5714.36,0.07,0
16062,37,Female,0,salaried,2,2065.36,145.49,145.49,0
16063,29,Female,0,salaried,2,3588.89,0.41,0.41,0
16064,59,Female,0,self_employed,2,10634.63,0.3,0.3,0
16065,51,Male,0,self_employed,3,708.22,7428.61,3357.19,1
16066,46,Female,0,self_employed,1,275.58,15426.73,10426.73,1
16067,9,Male,0,student,3,916.93,0.21,0.21,0
16068,40,Female,0,self_employed,2,2639.93,3593.19,809.9,0
16069,47,Male,0,salaried,2,5883.92,857.19,2257.19,0
16070,15,Male,0,student,3,2197.55,0.27,0.27,0
16071,38,Male,1,salaried,2,3032.58,4707.24,2214.75,0
16072,81,Male,0,retired,2,18944.19,16575.16,0.26,0
16073,60,Female,0,self_employed,2,2831.58,0.26,1428.83,0
16074,65,Male,0,salaried,2,666.27,1760.36,9717.01,0
16075,72,Female,0,self_employed,2,1727.06,0.7,0.7,1
16076,46,Male,0,self_employed,2,4376.88,2535.77,0.06,0
16077,24,Male,0,salaried,3,1994.34,416.94,333.0,0
16078,66,Female,0,self_employed,2,23492.93,3925.74,333.14,0
16079,53,Female,0,self_employed,1,14643.42,72857.76,7143.47,0
16080,35,Female,0,self_employed,2,3084.2,0.51,0.51,0
16081,67,Female,0,self_employed,1,1480.8,2.94,0.59,0
16082,40,Male,0,self_employed,2,6047.52,1114.6,928.89,0
16083,44,Male,0,self_employed,2,2040.93,1428.91,1428.91,1
16084,37,Female,0,salaried,2,93.96,0.7,0.7,1
16085,35,Female,1,self_employed,2,4349.74,4801.1,1221.54,0
16086,50,Female,0,self_employed,3,1938.15,0.61,0.61,0
16087,45,Male,1,self_employed,1,4625.76,8894.5,4512.84,0
16088,68,Male,0,retired,3,30128.52,153.73,127.29,1
16089,53,Female,0,self_employed,3,1153.69,0.37,0.37,0
16090,47,Male,0,salaried,3,5483.91,0.57,0.57,0
16091,37,Female,0,self_employed,2,3085.34,5714.93,0.64,0
16092,13,Female,0,self_employed,2,7434.42,0.33,0.33,0
16093,56,Male,1,salaried,2,3702.94,0.6,0.6,0
16094,35,Male,0,salaried,2,2205.94,0.98,5.86,0
16095,51,Male,1,self_employed,1,31100.73,29773.81,1035.91,1
16096,32,Male,0,self_employed,2,191.52,285.79,285.79,0
16097,53,Male,0,self_employed,2,4130.09,0.47,0.47,0
16098,51,Male,0,salaried,2,4498.73,0.53,0.53,0
16099,24,Male,0,self_employed,2,19630.77,0.39,0.39,0
16100,56,Male,0,salaried,2,15101.91,4690.15,4598.46,0
16101,69,Male,0,self_employed,2,2232.28,0.44,7.59,0
16102,3,Male,0,student,2,1717.78,143.64,43.54,0
16103,49,Female,0,self_employed,1,3068.19,0.61,4370.25,0
16104,45,Male,0,salaried,2,530.43,0.84,215.45,0
16105,30,Male,0,salaried,2,1070.94,1462.51,2858.39,0
16106,27,Female,0,student,3,950.19,0.27,357.41,0
16107,37,Male,1,self_employed,1,3349.65,14792.99,7087.23,0
16108,48,Male,0,salaried,1,1885.63,4105.96,2773.32,0
16109,31,Female,0,salaried,1,1981.65,0.6,0.6,0
16110,45,Male,1,self_employed,2,4560.93,943.06,1403.06,1
16111,72,Female,0,retired,3,2751.06,67.0,18.39,0
16112,35,Female,0,self_employed,2,9628.74,0.6,0.6,0
16113,63,Male,0,self_employed,2,2983.51,0.29,143.9,0
16114,61,Female,0,self_employed,3,3873.56,4286.06,0.34,0
16115,46,Female,0,salaried,3,4282.34,58.6,0.06,0
16116,50,Female,0,self_employed,1,21505.62,7143.46,14286.31,0
16117,36,Male,0,salaried,2,247.11,3512.89,0.03,1
16118,12,Female,0,student,2,1450.48,0.07,0.07,1
16119,69,Male,1,salaried,2,2720.51,194.47,1357.76,0
16120,42,Female,0,salaried,2,1647.9,206.39,0.33,0
16121,36,Male,0,self_employed,3,1732.3,79.17,664.89,0
16122,78,Male,0,retired,2,3664.04,0.29,0.29,0
16123,69,Male,0,self_employed,3,7713.33,43.43,1457.71,0
16124,56,Female,0,self_employed,2,3228.96,0.31,0.31,0
16125,62,Male,0,salaried,3,2334.4,0.39,609.03,0
16126,48,Male,0,salaried,3,1713.2,0.49,0.49,0
16127,31,Female,0,self_employed,2,2174.66,0.2,0.2,0
16128,36,Female,0,salaried,3,5748.5,0.6,0.6,0
16129,19,Male,0,student,2,3463.2,728.74,0.17,0
16130,46,Male,1,salaried,2,25080.62,32057.4,0.61,0
16131,55,Male,1,self_employed,2,3257.8,1428.94,1857.51,0
16132,90,Male,0,self_employed,2,20063.07,15857.5,0.36,0
16133,33,Female,0,salaried,3,8332.76,2217.12,3.48,0
16134,42,Male,0,self_employed,3,1783.67,0.16,0.16,1
16135,74,Male,0,retired,3,15176.9,1233.91,0.64,0
16136,37,Female,0,self_employed,3,3707.74,100.09,300.09,0
16137,53,Male,0,self_employed,2,9755.36,0.13,0.13,0
16138,33,Male,0,salaried,3,3222.63,442.96,410.81,0
16139,49,Male,0,self_employed,1,5308.03,1.02,0.37,0
16140,24,Male,0,salaried,3,1595.86,0.66,1429.23,0
16141,41,Male,1,salaried,2,1028.53,0.6,0.6,1
16142,63,Male,0,self_employed,1,4051.65,0.26,0.26,0
16143,33,Male,0,self_employed,3,1662.28,0.47,0.47,0
16144,15,Male,0,student,3,1590.99,0.66,0.66,0
16145,40,Male,0,self_employed,2,4066.13,0.27,5574.24,1
16146,70,Male,0,retired,2,18544.18,0.29,0.29,0
16147,64,Male,1,salaried,1,8178.29,52972.94,6292.94,0
16148,40,Female,0,self_employed,3,2325.89,0.3,0.3,0
16149,54,Female,0,self_employed,2,3013.86,0.53,0.53,0
16150,31,Male,0,salaried,2,7840.09,0.19,0.19,0
16151,45,Female,0,self_employed,2,2550.74,0.19,0.19,0
16152,64,Female,0,self_employed,3,3038.63,0.01,0.01,0
16153,47,Male,0,salaried,1,6232.07,0.6,0.6,0
16154,37,Female,0,self_employed,1,1936.15,0.4,0.4,0
16155,55,Male,0,salaried,3,5672.75,7361.24,14.04,0
16156,71,Female,0,self_employed,3,11464.47,0.21,0.21,0
16157,90,Male,0,self_employed,2,7659.4,0.44,0.44,0
16158,60,Male,0,self_employed,2,643.66,92028.52,38048.47,0
16159,63,Male,1,retired,2,3674.4,0.47,4286.19,0
16160,49,Female,0,self_employed,3,2312.63,0.27,0.27,1
16161,43,Female,0,self_employed,2,3521.57,0.21,0.21,0
16162,30,Female,0,self_employed,2,4358.66,0.54,0.54,0
16163,46,Male,0,self_employed,2,1903.48,2204.76,2192.31,0
16164,64,Male,1,self_employed,3,1486.51,0.54,0.54,0
16165,33,Female,1,self_employed,3,2582.2,0.09,285.8,0
16166,54,Male,1,self_employed,1,76.05,4073.78,18604.44,0
16167,42,Male,1,self_employed,2,741.82,776.21,171239.64,0
16168,56,Female,0,self_employed,2,14568.43,0.49,0.49,0
16169,33,Female,0,self_employed,3,76.8,0.26,6314.03,1
16170,22,Female,0,student,2,2798.08,407.66,2185.52,0
16171,43,Female,1,self_employed,1,2062.27,0.43,0.43,0
16172,47,Female,0,self_employed,2,1365.93,0.67,0.67,0
16173,38,Male,0,self_employed,3,812.81,10000.17,7143.03,1
16174,51,Male,0,salaried,2,3214.64,3478.74,0.7,0
16175,54,Male,1,self_employed,2,78870.32,1.11,0.46,0
16176,65,Male,1,retired,3,942.48,214.83,130.24,0
16177,57,Female,0,self_employed,3,6051.2,598.89,0.6,0
16178,65,Male,0,salaried,3,3773.08,9572.07,0.64,0
16179,64,Male,1,self_employed,1,5026.73,8648.74,429.13,1
16180,87,Male,0,retired,2,2182.79,302.51,0.03,0
16181,42,Female,0,salaried,2,4422.42,75.21,0.01,0
16182,43,Female,0,self_employed,2,2780.74,1714.3,0.01,0
16183,40,Female,0,self_employed,2,3441.04,0.1,0.1,0
16184,62,Male,0,self_employed,2,2341.76,0.54,0.54,0
16185,42,Male,0,self_employed,2,3103.38,0.09,0.09,0
16186,34,Female,0,self_employed,2,2267.47,353.56,353.56,0
16187,33,Male,0,salaried,2,4052.6,0.31,11506.39,0
16188,52,Female,1,salaried,2,5545.37,0.53,0.53,0
16189,45,Female,0,self_employed,3,4851.56,0.67,0.67,0
16190,45,Male,1,salaried,2,852.84,928.93,0.36,1
16191,72,Female,0,self_employed,2,20671.56,3106.16,0.17,0
16192,70,Female,0,self_employed,2,9.73,914.73,700.44,1
16193,38,Female,0,self_employed,3,1594.98,0.54,0.54,0
16194,34,Male,0,self_employed,3,3415.19,514.96,3572.1,0
16195,37,Female,0,self_employed,2,2797.39,0.46,0.46,0
16196,78,Male,0,retired,2,4134.88,783.21,0.36,0
16197,54,Female,0,self_employed,3,2270.71,0.14,0.14,0
16198,50,Male,0,salaried,2,7103.19,0.47,0.47,0
16199,40,Female,0,self_employed,3,2831.94,0.24,0.24,1
16200,78,Female,0,self_employed,1,4129.77,1106.06,512924.02,1
16201,45,Male,0,salaried,3,2752.33,0.14,1858.99,0
16202,22,Male,0,student,2,4304.71,32143.36,0.5,0
16203,44,Female,0,self_employed,1,5519.89,796.03,1398.66,0
16204,36,Male,0,salaried,2,16629.8,0.41,0.41,0
16205,34,Male,0,self_employed,1,4314.43,0.49,3571.91,0
16206,55,Female,0,self_employed,2,3122.96,0.5,0.5,0
16207,42,Male,0,self_employed,3,9081.94,0.13,0.13,0
16208,36,Male,0,self_employed,2,2401.61,106.1,0.39,0
16209,60,Female,0,self_employed,2,7171.58,0.24,78.99,0
16210,36,Male,0,salaried,2,3385.3,0.57,7285.73,0
16211,27,Male,0,student,3,14436.22,0.26,3671.69,0
16212,75,Male,0,self_employed,1,16757.97,0.26,117.13,0
16213,66,Male,1,self_employed,3,1259.56,117.69,1429.23,0
16214,52,Male,1,self_employed,3,7423.8,77143.53,1400.67,1
16215,50,Male,0,self_employed,3,8486.9,9857.5,13930.36,0
16216,31,Male,0,salaried,2,6147.8,5714.43,1428.71,0
16217,39,Male,1,salaried,1,39566.41,0.66,1429.23,1
16218,70,Male,1,self_employed,1,5589.32,0.16,0.16,0
16219,39,Male,0,salaried,2,3714.63,0.11,0.11,0
16220,40,Male,0,salaried,2,22601.01,4285.83,0.11,0
16221,90,Male,0,self_employed,3,24917.43,0.6,0.6,0
16222,40,Male,0,salaried,3,4313.29,1621.0,1649.97,0
16223,56,Female,0,self_employed,2,16319.68,0.27,0.27,0
16224,73,Male,0,retired,3,2853.98,0.67,0.67,0
16225,90,Male,0,self_employed,2,17621.25,51469.81,54958.01,0
16226,41,Female,0,self_employed,2,5093.7,0.34,0.34,0
16227,45,Female,0,self_employed,2,5309.03,0.24,0.24,0
16228,44,Female,0,self_employed,2,8068.58,221.7,3752.7,0
16229,42,Female,0,self_employed,2,5355.24,0.3,0.3,0
16230,49,Female,0,self_employed,2,7561.22,0.56,0.56,1
16231,44,Female,0,self_employed,1,3133.58,28640.44,0.31,1
16232,90,Male,0,self_employed,3,2527.62,0.63,0.63,0
16233,42,Male,1,self_employed,2,4004.41,0.16,0.16,0
16234,32,Male,0,self_employed,3,40.56,0.19,43.04,1
16235,30,Male,0,salaried,2,9207.52,1530.21,0.49,0
16236,84,Male,0,retired,1,4727.05,0.54,0.54,0
16237,57,Female,0,self_employed,1,4551.39,405.1,405.1,1
16238,37,Female,0,self_employed,3,2903.42,0.39,0.39,0
16239,31,Female,0,salaried,3,1600.69,0.06,0.06,0
16240,54,Male,0,self_employed,3,2882.13,14.53,0.24,0
16241,56,Male,0,self_employed,2,26904.87,0.41,3858.13,0
16242,41,Female,0,self_employed,2,7292.77,214.36,428.64,0
16243,40,Male,0,self_employed,2,852.46,0.4,31428.97,0
16244,46,Female,0,self_employed,3,13859.97,700.69,0.69,0
16245,58,Female,0,company,2,6921.31,0.26,143.11,0
16246,64,Male,0,salaried,1,4324.19,600.43,626.4,1
16247,64,Male,0,salaried,3,1540.61,0.09,0.09,0
16248,57,Female,0,salaried,3,2228.49,0.4,0.4,0
16249,29,Female,0,self_employed,2,2338.71,4714.61,0.33,1
16250,53,Male,0,salaried,2,5241.15,1571.8,0.37,0
16251,34,Female,0,self_employed,1,18.35,5214.49,5414.49,1
16252,38,Male,0,self_employed,3,2189.05,110.62,36.14,0
16253,36,Male,0,salaried,2,817.36,38.95,7207.37,1
16254,45,Female,0,self_employed,2,9119.92,882.13,252.25,0
16255,36,Male,1,salaried,3,2217.06,14.73,293.3,0
16256,58,Male,0,self_employed,2,1326.0,99.51,1594.33,0
16257,41,Male,0,self_employed,2,677.75,0.63,0.63,0
16258,4,Male,0,student,1,1485.99,0.27,0.27,0
16259,56,Male,0,self_employed,3,5763.07,72.01,289.56,0
16260,38,Male,0,self_employed,2,1470.98,0.24,0.24,0
16261,32,Male,0,self_employed,3,2669.2,0.24,0.24,0
16262,50,Male,0,salaried,2,5243.73,0.56,266.29,0
16263,35,Female,0,self_employed,3,2949.54,450.7,1114.99,0
16264,53,Male,0,self_employed,1,12526.46,0.03,0.03,0
16265,24,Female,0,self_employed,2,1101.45,0.01,0.01,0
16266,49,Female,0,self_employed,3,2006.59,0.2,0.2,0
16267,42,Male,0,salaried,3,2130.74,1226.14,4089.53,1
16268,31,Male,0,salaried,2,14075.1,0.39,0.39,0
16269,45,Female,0,self_employed,3,1573.46,0.43,0.43,0
16270,39,Male,0,salaried,3,258.39,1138.61,861.45,0
16271,64,Female,1,self_employed,2,46756.0,14640.13,47145.94,0
16272,53,Female,0,self_employed,1,11090.09,164.5,100.93,1
16273,70,Male,0,self_employed,3,3234.52,2340.04,0.4,1
16274,48,Male,0,salaried,2,2952.3,0.33,0.33,0
16275,36,Female,0,salaried,1,6151.38,10785.66,0.27,0
16276,12,Female,0,student,3,1518.7,0.21,0.21,0
16277,35,Female,0,salaried,3,3924.28,0.47,988.92,0
16278,64,Male,0,retired,2,240.4,0.47,27014.76,1
16279,6,Male,0,student,3,2598.53,0.7,0.7,0
16280,59,Female,0,self_employed,2,1866.22,0.56,0.56,0
16281,67,Male,0,self_employed,3,2660.07,28.86,857.43,0
16282,58,Female,0,self_employed,2,213.66,0.37,0.37,1
16283,46,Male,0,self_employed,2,2482.22,0.09,0.09,0
16284,56,Female,0,self_employed,2,4765.35,0.66,86.66,0
16285,48,Male,0,salaried,2,17263.54,0.29,0.29,0
16286,47,Male,1,self_employed,2,731.32,74.01,9922.91,0
16287,90,Male,0,self_employed,3,2312.07,0.07,242.93,0
16288,48,Female,0,self_employed,3,4107.07,0.11,2500.11,0
16289,60,Male,0,self_employed,2,6489.62,0.3,0.3,0
16290,41,Female,1,salaried,2,2938.89,0.2,0.2,0
16291,64,Male,0,self_employed,2,3336.01,0.66,0.66,0
16292,45,Male,0,self_employed,2,1848.76,0.6,0.6,0
16293,28,Male,0,salaried,3,561.16,0.11,38171.54,0
16294,72,Male,0,self_employed,1,2990.85,507.06,568.61,0
16295,42,Female,0,self_employed,3,5297.75,100.66,100.66,0
16296,42,Male,0,salaried,3,23.97,714.3,0.01,1
16297,55,Female,0,self_employed,3,15743.19,1645.81,1910.96,0
16298,77,Male,0,self_employed,2,5212.11,0.39,143.24,0
16299,57,Male,0,self_employed,3,10390.79,1714.34,1714.34,0
16300,90,Male,0,retired,2,1892.73,0.66,0.66,0
16301,32,Male,0,salaried,2,11424.14,0.2,0.2,0
16302,47,Female,0,salaried,3,13802.79,0.23,0.23,0
16303,65,Male,0,retired,3,2879.25,0.11,0.11,0
16304,26,Male,0,self_employed,2,389.98,5714.73,257.59,1
16305,29,Female,0,self_employed,3,1425.35,0.67,0.67,1
16306,52,Male,0,salaried,1,1303.51,1.98,47.74,0
16307,60,Female,0,self_employed,3,11680.61,0.47,0.47,0
16308,73,Male,0,self_employed,2,15019.24,0.53,228757.32,0
16309,90,Female,0,self_employed,3,4761.99,0.47,0.47,0
16310,66,Male,0,self_employed,2,1624.1,0.39,0.39,0
16311,54,Male,0,self_employed,2,26468.12,0.13,5714.41,0
16312,35,Female,0,self_employed,2,1101.34,95.57,304.91,0
16313,14,Female,0,student,1,12204.54,12131.27,12113.13,0
16314,58,Female,0,self_employed,1,4676.87,0.19,0.19,0
16315,60,Male,0,self_employed,3,5358.96,292.97,571.54,0
