,age,dependents,occupation,customer_nw_category,current_balance,current_month_credit,previous_month_credit,churn,gender_Female,gender_Male
11045,61,0,2,0,1820.2,0.04,0.04,0,0,1
11046,51,1,2,3,4522.2,10844.39,7457.06,0,0,1
11047,24,0,0,1,4744.38,286.31,272.03,0,0,1
11048,90,0,2,3,8916.06,7142.89,4128.46,1,0,1
11049,38,0,2,0,1449.39,0.3,0.3,0,0,1
11050,40,0,1,1,1023.19,4220.29,4132.61,1,0,1
11051,43,0,2,0,8034.4,6071.54,357.26,0,1,0
11052,47,0,2,1,2343.51,0.19,0.19,0,0,1
11053,47,1,2,0,1751.1,3394.41,686.23,1,0,1
11054,38,0,1,0,2619.09,0.24,0.24,0,1,0
11055,28,0,2,0,3999.9,1957.83,0.69,0,1,0
11056,47,0,2,0,7178.4,0.29,0.29,1,1,0
11057,27,0,2,0,4254.18,0.5,0.5,0,0,1
11058,64,0,1,0,2135.42,2857.71,0.57,0,0,1
11059,31,0,1,0,1776.63,0.26,0.26,0,0,1
11060,16,0,0,3,3039.36,0.41,0.41,0,1,0
11061,48,0,2,3,1319.06,0.46,0.46,0,1,0
11062,65,1,2,1,4057.32,0.11,0.11,0,1,0
11063,37,1,2,0,1305.56,2571.54,2428.69,0,0,1
11064,35,1,1,0,7415.78,15606.63,1335.43,0,0,1
11065,28,0,2,3,3687.6,0.6,714.89,0,1,0
11066,58,0,2,1,167.81,0.56,0.56,0,1,0
11067,57,0,1,0,1896.58,0.5,643.36,0,0,1
11068,30,0,2,0,1648.6,936.3,5198.87,0,0,1
11069,61,0,2,1,4035.25,300.36,2286.07,1,0,1
11070,35,1,1,3,12951.69,386.21,0.5,0,0,1
11071,81,0,4,1,3434.28,0.66,0.66,0,0,1
11072,84,0,1,1,2270.43,0.37,0.37,0,0,1
11073,62,0,4,0,1784.8,643.36,1000.5,1,0,1
11074,63,0,4,0,4479.4,0.49,0.49,0,0,1
11075,43,1,2,0,3109.83,6142.99,0.13,0,0,1
11076,19,0,0,0,6983.47,0.19,0.19,0,0,1
11077,34,0,2,1,5979.4,286.37,186.37,0,0,1
11078,38,0,2,1,1428.77,5039.53,6129.89,0,0,1
11079,65,0,2,3,57108.99,0.69,43.54,0,0,1
11080,54,0,1,1,2870.79,0.04,227.81,0,0,1
11081,51,0,2,0,20647.92,0.09,0.09,0,1,0
11082,72,0,2,0,5674.13,857.43,0.29,0,0,1
11083,30,0,0,3,2987.11,0.46,0.46,0,1,0
11084,42,1,1,1,4825.03,0.2,0.2,1,0,1
11085,34,0,2,1,4582.79,0.17,0.17,0,1,0
11086,19,0,2,3,6062.19,0.34,0.34,1,0,1
11087,40,0,2,0,1944.64,0.2,0.2,0,0,1
11088,51,0,2,1,38248.38,0.57,0.57,0,1,0
11089,31,0,0,3,5852.87,0.17,0.17,0,0,1
11090,6,0,0,1,1334.61,0.57,0.57,0,1,0
11091,84,0,4,1,8876.42,28.53,43.53,0,0,1
11092,23,0,2,1,8.84,537.21,10142.93,1,0,1
11093,40,0,2,1,2895.47,0.13,0.13,0,1,0
11094,59,0,1,0,5392.93,0.46,0.46,0,1,0
11095,54,0,1,1,5469.78,0.34,0.34,0,1,0
11096,37,0,2,1,2988.12,0.64,0.64,1,1,0
11097,83,0,4,1,2675.01,214.27,217.4,0,1,0
11098,60,0,2,1,684.26,0.09,0.09,1,1,0
11099,40,0,1,0,4121.75,7.07,0.64,1,0,1
11100,53,1,3,1,2760.75,0.11,936.39,0,0,1
11101,57,0,2,0,2123.56,0.61,0.61,0,0,1
11102,90,0,2,1,155.87,6987.04,57102.51,0,0,1
11103,61,0,2,1,9158.03,643.29,714.71,0,0,1
11104,90,0,2,1,35041.48,28453.87,0.3,0,0,1
11105,89,0,4,3,6133.06,8.99,0.06,1,0,1
11106,39,0,2,1,11196.28,1572.1,14643.53,1,0,1
11107,31,1,2,0,4693.0,7111.24,0.53,0,0,1
11108,31,0,1,1,843.01,0.7,0.7,1,1,0
11109,61,0,2,0,2714.69,0.43,0.43,0,0,1
11110,38,0,2,1,3040.63,0.47,2857.61,0,0,1
11111,64,0,2,1,4415.95,0.19,4285.9,0,0,1
11112,52,0,2,1,154.34,145.77,0.06,0,0,1
11113,30,0,2,3,13078.84,14348.96,0.37,0,1,0
11114,36,0,2,1,793.75,0.69,0.69,0,0,1
11115,45,0,2,1,23830.33,0.49,0.49,0,1,0
11116,29,0,2,0,2035.36,0.66,0.66,0,1,0
11117,35,0,2,1,1558.86,0.49,0.49,0,1,0
11118,48,0,2,3,65933.35,0.36,0.36,0,1,0
11119,68,0,2,1,764.38,0.57,11861.93,0,1,0
11120,34,1,1,1,13085.29,1627.11,1627.11,0,0,1
11121,44,0,2,1,111.96,33571.46,10742.89,1,1,0
11122,51,0,1,1,499.19,0.1,0.1,1,0,1
11123,68,0,1,0,1690.48,0.33,0.33,0,0,1
11124,32,0,1,0,8852.55,0.69,0.69,0,1,0
11125,50,0,2,3,4826.54,1742.97,0.11,1,1,0
11126,65,0,4,1,1483.53,72.1,72.1,0,0,1
11127,43,1,1,3,1550.56,0.53,0.53,1,0,1
11128,38,1,2,3,6312.12,586.69,586.69,0,0,1
11129,45,0,1,1,4894.4,714.51,0.23,0,1,0
11130,58,0,1,1,1345.1,0.19,21.61,0,0,1
11131,90,0,2,1,2096.36,0.23,15447.86,1,0,1
11132,36,0,2,0,3861.36,0.69,0.69,1,0,1
11133,77,0,4,1,5008.15,0.2,0.2,0,0,1
11134,46,1,2,1,4159.0,0.67,650.64,0,1,0
11135,30,0,2,0,5418.39,0.23,0.23,0,1,0
11136,44,1,2,1,5453.84,0.46,0.46,0,1,0
11137,26,0,0,1,2662.16,2857.27,0.13,1,1,0
11138,57,0,2,1,292.47,641.94,676.09,1,0,1
11139,42,1,1,1,48062.48,108.36,46332.45,0,1,0
11140,33,0,1,3,2559.94,571.89,1357.6,0,1,0
11141,46,0,2,1,11460.28,7255.09,0.16,0,1,0
11142,39,0,2,1,4764.69,0.39,0.39,0,0,1
11143,71,0,4,3,15286.78,0.24,8.34,0,0,1
11144,31,0,2,0,2031.25,1800.4,1000.4,1,0,1
11145,79,0,2,1,2637.0,0.29,568.07,0,0,1
11146,43,0,1,0,3334.8,0.39,0.39,1,1,0
11147,15,0,0,1,5801.15,0.61,643.47,0,1,0
11148,45,0,2,0,17789.45,3214.76,4364.76,0,0,1
11149,39,0,1,0,1952.76,0.51,0.51,0,1,0
11150,50,0,2,0,5985.66,857.29,1357.29,0,0,1
11151,88,0,4,1,2077.04,0.24,0.24,0,0,1
11152,37,1,2,0,2177.54,5121.24,0.7,0,0,1
11153,14,0,0,1,1891.9,0.43,0.43,0,1,0
11154,34,0,1,1,5041.22,886.3,0.59,0,0,1
11155,49,1,2,1,5948.45,0.29,0.29,0,1,0
11156,34,0,2,1,1502.59,0.6,0.6,0,1,0
11157,58,1,2,1,2151.76,0.2,0.2,0,0,1
11158,52,0,2,0,3175.3,243.14,140.09,0,0,1
11159,40,0,2,1,2378.16,0.31,0.31,0,0,1
11160,49,0,2,0,2701.49,0.57,0.57,0,1,0
11161,51,0,1,1,3439.29,26.1,26.11,0,0,1
11162,40,0,1,0,10004.51,441.04,443.83,0,0,1
11163,47,0,1,1,5428.95,0.21,0.21,0,0,1
11164,50,0,2,0,3929.13,442.7,2236.27,0,0,1
11165,64,1,2,0,3370.8,0.67,0.67,0,1,0
11166,48,0,0,1,11673.27,1366.36,0.14,0,0,1
11167,41,0,2,1,1548.31,545.27,545.27,0,0,1
11168,90,0,2,1,2688.06,0.63,0.63,0,0,1
11169,63,1,1,0,1747.08,0.03,0.03,0,0,1
11170,29,1,1,1,11162.37,357.4,0.26,0,0,1
11171,30,0,2,1,2001.82,0.03,200.03,0,0,1
11172,45,1,1,0,6289.14,0.73,0.41,0,0,1
11173,42,0,2,1,9162.08,0.01,0.01,0,0,1
11174,45,1,2,1,23463.88,78688.73,82.46,1,0,1
11175,66,1,4,0,2721.11,1658.36,1551.06,0,0,1
11176,32,0,2,0,4477.57,1428.64,2928.69,1,0,1
11177,54,0,2,1,15631.33,0.67,0.67,1,0,1
11178,67,1,4,1,1830.62,213.33,142.26,0,0,1
11179,59,0,1,1,1043.06,0.67,0.67,1,0,1
11180,68,0,2,0,1570.09,0.09,0.09,0,0,1
11181,31,1,1,0,5918.16,143.14,1.0,0,0,1
11182,51,1,2,1,4484.36,156.76,0.19,0,0,1
11183,70,0,2,1,6679.32,643.4,366.26,0,0,1
11184,36,1,1,1,2181.83,300.61,800.61,1,1,0
11185,38,0,2,1,6379.16,633.1,633.1,0,1,0
11186,71,0,4,0,930.25,0.09,0.09,0,0,1
11187,36,0,2,0,4295.06,0.23,656.09,0,0,1
11188,34,0,2,1,1454.93,0.49,6517.89,0,1,0
11189,31,0,1,1,657.4,72.11,72.11,0,0,1
11190,45,0,2,1,3569.82,0.61,214.9,0,1,0
11191,57,0,1,1,12882.93,0.61,0.61,0,0,1
11192,48,0,2,0,4532.68,0.27,0.27,0,1,0
11193,28,0,2,0,2078.07,0.63,0.63,0,0,1
11194,90,0,2,0,4672.95,0.06,714.34,0,0,1
11195,28,0,0,0,16773.76,7143.39,10268.39,0,1,0
11196,66,0,2,1,3519.98,0.51,0.51,0,1,0
11197,46,0,1,1,1379.5,0.41,143.27,1,0,1
11198,69,0,2,1,1608.77,0.2,0.2,0,0,1
11199,43,0,1,1,3118.85,0.47,0.47,0,0,1
11200,39,0,2,0,1477.58,0.66,0.66,0,1,0
11201,36,0,1,1,2430.9,0.49,0.49,0,0,1
11202,90,0,2,1,21419.67,0.27,0.27,0,0,1
11203,44,1,1,1,21490.4,21428.6,714.31,0,0,1
11204,63,0,2,1,1477.94,250.24,0.24,0,1,0
11205,47,0,2,0,1332.65,0.57,1276.29,1,1,0
11206,23,0,0,1,10206.86,0.7,729.27,0,0,1
11207,37,0,1,1,8290.29,0.24,372.46,0,0,1
11208,41,1,2,3,3210.98,0.01,2428.87,0,0,1
11209,25,0,1,1,1773.81,0.4,714.69,0,0,1
11210,59,0,2,3,47756.47,46428.66,0.09,0,1,0
11211,65,0,2,1,1995.74,5300.04,2428.61,0,0,1
11212,85,1,4,3,9044.16,0.39,1336.6,0,0,1
11213,35,0,1,1,10228.35,714.53,142.07,0,0,1
11214,52,0,2,3,6298.63,1428.76,1397.59,0,1,0
11215,30,0,1,0,3528.77,1745.74,1737.99,0,0,1
11216,54,0,2,0,1865.53,15757.79,0.03,1,1,0
11217,90,0,2,1,8482.73,0.47,0.47,0,0,1
11218,55,0,2,0,1419.47,0.47,0.47,0,1,0
11219,50,0,1,0,5002.94,171.51,151.83,1,0,1
11220,34,0,2,1,7458.46,3571.61,0.19,0,0,1
11221,57,0,2,1,12808.92,0.7,0.7,0,1,0
11222,37,0,2,0,16746.48,8571.76,0.33,1,0,1
11223,47,0,1,0,321.43,0.13,0.13,1,1,0
11224,31,1,2,1,2860.37,0.27,0.27,1,0,1
11225,66,0,2,1,11905.17,0.17,1039.55,0,0,1
11226,23,0,1,1,8859.02,0.46,0.46,0,1,0
11227,37,0,2,1,1578.08,0.69,0.69,1,1,0
11228,30,0,2,1,262.04,0.67,0.67,1,0,1
11229,65,0,1,0,7589.4,0.1,0.1,0,0,1
11230,52,1,2,1,7315.37,20000.2,0.2,1,1,0
11231,26,0,0,0,2202.51,429.01,429.8,0,0,1
11232,46,0,2,1,3252.56,2142.97,0.11,0,1,0
11233,62,0,2,1,6946.42,0.63,0.63,0,1,0
11234,40,0,2,0,18344.33,16915.76,16892.34,0,0,1
11235,59,0,1,1,1547.18,41.07,0.44,0,0,1
11236,38,0,2,1,3719.38,4714.8,2571.94,0,1,0
11237,44,0,2,3,914.9,0.03,309.05,0,1,0
11238,29,0,2,0,3579.86,0.19,1428.92,1,0,1
11239,44,1,1,0,2434.6,88.26,428.97,0,1,0
11240,72,0,1,3,2668.96,2636.26,27636.26,0,1,0
11241,60,1,1,1,5301.68,0.31,0.31,0,0,1
11242,34,0,2,1,2307.38,0.41,0.41,0,1,0
11243,40,0,1,1,9393.62,0.56,0.56,0,1,0
11244,24,0,2,0,1081.52,857.39,928.81,0,0,1
11245,68,0,2,3,18786.83,0.46,0.46,0,1,0
11246,30,0,1,1,1000.51,2361.01,8466.11,0,0,1
11247,48,1,2,3,7665.61,0.37,8670.66,1,0,1
11248,40,0,2,0,692.66,0.17,0.17,0,0,1
11249,60,1,2,1,48750.03,0.47,68222.34,0,0,1
11250,71,0,4,1,1952.62,476.21,119.07,0,0,1
11251,37,0,2,0,5710.58,4286.03,0.31,0,0,1
11252,48,0,2,3,11494.43,10000.54,0.54,1,0,1
11253,45,0,2,1,14306.67,0.16,1548.26,0,0,1
11254,75,0,2,1,1989.13,0.59,0.59,0,1,0
11255,59,0,2,0,1389.52,0.24,0.24,1,0,1
11256,65,0,2,3,1753.17,0.01,0.01,1,0,1
11257,42,0,2,1,1725.71,114.4,228.69,0,0,1
11258,49,0,1,1,28904.24,521.63,25353.06,0,0,1
11259,42,0,2,1,0.7,2485.79,3285.79,1,0,1
11260,11,0,0,3,18687.39,0.3,0.3,0,0,1
11261,34,0,1,1,4281.24,857.71,500.57,0,0,1
11262,55,1,2,1,1007.18,2438.73,2153.01,0,0,1
11263,44,1,1,3,9003.34,0.27,0.27,0,0,1
11264,26,0,2,1,403.8,1063.61,10778.54,0,0,1
11265,34,0,0,1,3801.99,0.01,0.01,0,0,1
11266,52,0,2,3,2469.65,0.43,0.43,0,1,0
11267,45,0,2,1,2613.95,0.64,0.64,0,1,0
11268,43,0,2,0,14829.89,0.21,1428.79,0,0,1
11269,44,1,2,1,2555.97,0.07,175.07,0,0,1
11270,71,0,2,0,4593.84,0.09,31.8,0,1,0
11271,45,0,2,1,3050.37,321.5,107.21,1,0,1
11272,41,0,2,1,12445.88,0.01,0.01,0,1,0
11273,42,0,2,1,2083.11,279.06,1686.14,0,1,0
11274,2,0,0,0,2643.27,14.41,0.13,1,0,1
11275,38,0,2,0,7984.23,0.56,0.56,0,1,0
11276,29,0,0,1,3097.91,243.56,1929.27,0,0,1
11277,33,1,1,3,22083.88,28728.31,0.98,0,0,1
11278,27,0,1,1,12214.86,0.13,0.13,0,0,1
11279,43,0,2,0,1776.79,0.64,0.64,0,1,0
11280,44,0,2,0,7439.75,0.19,0.19,0,0,1
11281,71,1,4,1,4900.16,0.44,0.44,0,0,1
11282,46,0,2,1,16671.04,0.64,3103.39,0,1,0
11283,47,1,2,0,14437.79,0.13,1.16,0,0,1
11284,43,0,1,1,2700.52,50780.89,1423.74,1,1,0
11285,44,1,1,1,19033.74,3924.87,4304.69,0,0,1
11286,42,0,2,0,6675.25,0.59,0.59,0,1,0
11287,49,0,1,1,1645.4,571.66,0.23,1,0,1
11288,40,0,2,1,2737.51,0.27,0.27,0,0,1
11289,43,1,2,3,18191.02,0.44,87143.3,0,0,1
11290,30,0,2,0,902.19,0.11,0.11,0,1,0
11291,57,1,2,1,2315.84,0.07,0.07,1,0,1
11292,16,0,0,0,2224.07,0.06,0.06,0,0,1
11293,37,0,2,0,2949.02,0.04,0.04,0,1,0
11294,66,0,2,1,1412.14,0.09,0.09,1,0,1
11295,34,0,1,0,9333.38,0.7,0.7,0,0,1
11296,67,1,2,1,1429.07,956.34,1596.96,0,0,1
11297,43,0,1,3,9755.53,0.3,0.3,1,0,1
11298,56,0,2,1,10460.33,0.59,0.59,0,1,0
11299,90,0,2,1,22929.48,7348.24,22178.03,0,0,1
11300,81,0,2,1,13887.84,5638.09,27457.34,0,0,1
11301,70,0,2,0,3358.55,0.5,0.5,0,1,0
11302,43,0,2,1,479.57,0.06,0.06,1,1,0
11303,90,0,2,3,3048.03,0.67,0.67,0,0,1
11304,27,0,2,1,3346.16,0.34,626.49,0,1,0
11305,42,1,1,1,3530.98,13.96,0.46,0,1,0
11306,31,0,1,0,5952.13,4714.91,0.59,0,0,1
11307,47,0,2,0,4987.64,0.4,0.4,0,1,0
11308,61,0,2,0,3180.4,500.23,0.23,0,1,0
11309,30,0,0,1,6425.42,0.69,0.69,0,0,1
11310,60,0,2,0,1472.53,0.01,0.01,0,1,0
11311,51,0,2,0,5375.48,0.01,0.01,0,1,0
11312,22,0,0,1,2284.87,643.41,1286.27,0,1,0
11313,37,0,1,3,2485.22,0.19,0.19,0,0,1
11314,42,0,2,3,5525.05,1143.21,1428.93,0,1,0
11315,49,1,2,1,2596.99,714.97,643.54,0,1,0
11316,46,1,2,1,11767.73,0.44,8643.3,0,1,0
11317,34,0,2,1,10353.69,0.43,0.43,0,1,0
11318,25,0,0,1,7758.18,39.77,22.68,0,1,0
11319,30,0,2,1,1432.36,1170.66,897.8,0,0,1
11320,58,0,1,1,11019.46,526.03,2113.04,0,0,1
11321,36,1,2,0,2046.95,3286.17,1429.03,0,0,1
11322,39,0,2,3,10480.64,0.63,986.34,0,1,0
11323,28,0,1,1,3127.05,1286.41,0.7,1,0,1
11324,49,0,1,1,26061.55,0.41,0.41,1,0,1
11325,47,0,2,1,12.56,993.16,186.01,1,1,0
11326,40,0,2,0,2372.04,0.39,0.39,0,0,1
11327,53,1,1,1,7137.32,571.67,571.67,0,0,1
11328,63,0,4,1,2473.58,2714.87,0.59,0,0,1
11329,75,0,4,0,3219.17,0.34,0.34,0,0,1
11330,31,0,0,1,9679.83,1429.17,0.6,0,1,0
11331,30,0,1,3,7135.78,0.03,1428.6,0,0,1
11332,19,0,0,1,1207.89,1600.89,3984.24,0,0,1
11333,40,1,1,1,9060.45,0.46,0.46,1,0,1
11334,41,0,2,1,2286.75,1180.46,1571.89,0,0,1
11335,61,0,2,3,20068.63,7143.03,5516.94,0,1,0
11336,37,0,2,0,1428.82,0.69,0.69,0,1,0
11337,53,1,1,3,30412.69,25598.69,6941.66,1,0,1
11338,39,0,2,0,1640.27,0.59,0.59,0,0,1
11339,6,0,0,1,3142.61,0.13,0.13,0,1,0
11340,86,1,4,3,13122.32,120.88,0.2,0,0,1
11341,13,0,0,1,2454.36,0.59,457.73,0,1,0
11342,90,0,4,3,2664.88,0.14,857.29,0,0,1
11343,79,0,4,1,638.15,0.06,0.06,1,1,0
11344,77,0,2,1,8432.35,0.46,1900.46,0,0,1
11345,90,0,2,0,4129.17,0.44,0.44,0,0,1
11346,39,0,2,0,1899.63,0.54,0.54,0,1,0
11347,69,0,4,0,4192.72,78.99,0.1,0,1,0
11348,70,0,4,1,3920.92,125.81,0.64,0,0,1
11349,90,0,2,1,7999.3,0.1,0.1,0,0,1
11350,55,0,2,0,6301.13,0.37,0.37,0,0,1
11351,38,1,2,1,4719.62,225.44,225.44,0,0,1
11352,33,0,1,1,5146.16,0.39,0.39,0,0,1
11353,56,0,1,0,5724.39,0.39,0.39,0,0,1
11354,71,0,2,1,2003.58,0.21,0.21,0,0,1
11355,90,0,2,3,654.28,0.41,1.24,1,0,1
11356,51,0,1,0,4230.85,0.4,0.4,0,0,1
11357,39,0,2,1,5490.46,0.13,0.13,0,1,0
11358,29,0,2,0,4648.97,0.5,0.5,0,0,1
11359,49,0,2,0,2297.77,11428.86,0.29,0,1,0
11360,43,0,2,1,967.36,71.59,785.87,0,1,0
11361,33,1,2,1,6284.9,322.89,99.76,0,0,1
11362,35,0,1,0,2522.04,211.83,983.26,0,0,1
11363,34,0,2,0,13182.18,2143.41,1929.13,1,0,1
11364,36,0,2,1,13006.48,0.19,0.19,0,1,0
11365,35,1,1,1,1817.86,0.16,0.16,0,0,1
11366,62,0,2,0,2292.0,0.53,97.41,0,1,0
11367,77,0,2,1,3973.32,0.34,0.34,0,1,0
11368,41,1,2,0,8484.93,0.53,0.53,1,0,1
11369,32,0,2,0,120.16,498.74,325.6,1,0,1
11370,61,0,2,1,5111.56,1.99,0.41,1,1,0
11371,41,0,1,1,4762.54,0.39,3.24,0,0,1
11372,42,1,1,0,1848.3,0.14,0.14,0,0,1
11373,41,0,2,3,5104.87,4285.99,0.27,0,1,0
11374,26,0,1,0,4950.6,324.57,3164.66,0,0,1
11375,45,0,2,3,8015.21,683.16,683.16,0,1,0
11376,29,0,2,3,66110.11,536.04,536.04,0,1,0
11377,41,0,2,0,3534.35,0.17,0.17,0,0,1
11378,51,0,2,0,1551.94,0.01,0.01,0,0,1
11379,82,0,4,1,3564.28,8771.56,0.5,0,0,1
11380,90,0,2,1,98489.38,0.33,58.9,1,0,1
11381,90,0,2,0,2147.71,714.64,0.36,0,0,1
11382,40,0,2,1,2594.52,0.63,0.63,0,0,1
11383,29,0,2,1,11617.96,1371.91,2586.2,0,0,1
11384,14,0,0,1,158.83,0.57,157.71,1,0,1
11385,67,0,4,1,2410.6,0.39,0.39,0,1,0
11386,37,0,1,1,2611.03,54.46,0.06,1,0,1
11387,28,0,1,3,3085.67,969.52,607.51,0,1,0
11388,58,1,1,1,4539.0,0.07,0.07,0,0,1
11389,33,0,2,1,1588.81,0.46,0.46,0,1,0
11390,32,0,2,1,5147.42,0.46,0.66,0,0,1
11391,32,0,1,1,3244.41,0.46,643.31,0,1,0
11392,34,0,1,1,4811.03,0.36,12.36,0,0,1
11393,51,0,3,0,1466.96,0.57,0.57,0,1,0
11394,51,0,2,1,11896.14,2661.76,2931.33,0,1,0
11395,9,0,0,0,6578.87,0.04,366.47,0,1,0
11396,29,0,1,3,20344.56,708.5,22602.14,0,0,1
11397,62,0,2,0,2862.1,0.26,0.26,0,0,1
11398,73,0,1,3,1381.42,0.53,809.9,0,0,1
11399,69,0,2,0,1101.42,5714.61,0.33,1,1,0
11400,71,0,2,1,3454.9,0.53,0.53,0,0,1
11401,30,0,1,0,3133.77,214.37,285.8,0,0,1
11402,60,0,2,0,1465.22,0.16,0.16,0,0,1
11403,74,0,2,1,4402.9,0.19,0.19,0,0,1
11404,39,0,2,0,3479.36,0.3,0.3,0,1,0
11405,62,0,1,1,2036.31,565.71,12387.24,1,0,1
11406,30,0,2,0,33238.82,71.77,0.34,0,0,1
11407,41,1,2,0,1866.36,0.37,0.37,1,0,1
11408,38,1,2,1,1525.57,735.3,352.88,1,0,1
11409,58,0,2,1,6099.22,0.19,0.19,1,0,1
11410,33,0,2,0,17062.73,246.27,0.56,1,1,0
11411,54,0,2,1,4137.22,15685.84,1400.13,0,1,0
11412,25,0,2,1,528.45,4.73,2193.07,1,0,1
11413,49,0,2,3,8730.14,0.36,0.36,0,1,0
11414,66,0,4,0,2430.75,0.17,0.17,0,0,1
11415,77,0,4,1,4833.52,0.59,0.59,0,1,0
11416,31,0,2,3,3074.7,0.59,0.59,0,1,0
11417,35,0,1,1,1397.0,426.83,810.67,0,0,1
11418,43,0,2,0,1092.01,0.47,686.19,0,0,1
11419,43,1,2,0,112.56,0.3,714.59,0,1,0
11420,28,0,1,1,4045.8,1708.64,31607.78,0,0,1
11421,23,0,0,3,1801.82,0.21,0.21,0,1,0
11422,56,0,4,1,2226.88,764.11,0.01,0,0,1
11423,90,0,2,1,8057.06,0.63,6950.58,1,0,1
11424,74,0,2,1,3698.31,0.29,0.29,0,1,0
11425,61,1,2,0,1643.08,0.06,0.06,0,0,1
11426,36,1,1,0,4498.54,2888.76,5279.1,0,0,1
11427,72,0,2,1,4000.94,0.37,0.37,0,1,0
11428,66,0,3,1,187.24,71.93,14391.86,1,0,1
11429,71,0,2,1,2964.52,1000.2,81.84,0,1,0
11430,34,0,2,1,14154.03,919.84,920.23,0,0,1
11431,75,0,2,1,2796.71,0.5,0.5,0,1,0
11432,46,0,2,0,6068.11,810.1,405.1,0,0,1
11433,64,0,2,1,1683.75,503.57,0.36,0,0,1
11434,23,0,2,1,614.81,729.97,0.43,1,0,1
11435,27,1,1,0,4576.21,2286.4,0.69,0,0,1
11436,49,1,2,3,16263.18,0.29,0.29,0,0,1
11437,32,1,2,1,3326.35,0.36,0.36,0,0,1
11438,48,0,2,3,1517.48,0.04,0.04,0,1,0
11439,58,0,1,1,1798.95,173.54,17.77,0,0,1
11440,47,0,2,0,717.23,0.44,0.44,1,1,0
11441,39,1,2,1,1047.47,4143.37,1429.09,1,0,1
11442,26,0,2,1,1605.0,0.01,0.01,0,0,1
11443,71,0,2,3,1845.67,0.57,0.57,0,1,0
11444,43,1,2,1,3801.7,2928.47,1414.97,0,0,1
11445,36,0,2,0,3532.31,0.46,0.46,0,0,1
11446,55,0,2,3,6817.4,0.41,6741.1,0,1,0
11447,53,0,2,1,3197.04,0.61,0.61,0,1,0
11448,64,0,2,1,3110.86,0.64,0.64,0,0,1
11449,59,0,1,1,3374.07,17.62,0.16,0,1,0
11450,65,0,2,1,10804.88,7478.37,0.53,0,1,0
11451,46,1,1,0,1411.88,0.63,120.26,0,1,0
11452,27,0,0,3,9997.8,741.27,11429.35,0,1,0
11453,78,0,2,3,2307.78,2142.97,0.11,0,0,1
11454,44,0,2,0,6297.12,0.53,0.53,1,1,0
11455,31,0,2,1,4942.85,4029.11,786.26,1,1,0
11456,79,0,4,1,3693.58,47.9,51.16,0,0,1
11457,76,1,2,3,9061.43,114362.14,67327.33,0,0,1
11458,53,0,4,0,2763.68,0.46,0.46,0,1,0
11459,41,1,2,1,11475.34,1458.31,3571.94,0,0,1
11460,56,0,2,1,3253.21,0.59,0.59,0,1,0
11461,71,1,2,0,29313.67,0.59,0.59,0,0,1
11462,33,0,2,1,3052.23,2472.0,0.57,0,0,1
11463,24,0,0,0,11343.37,0.47,31.81,0,0,1
11464,56,0,2,3,2203.81,714.44,1071.59,0,1,0
11465,73,0,2,0,1547.6,0.33,0.33,0,1,0
11466,82,0,4,3,12551.71,0.5,0.5,1,1,0
11467,56,0,2,0,7480.27,0.43,0.43,0,1,0
11468,40,0,1,0,13272.18,0.6,0.6,0,0,1
11469,26,0,1,1,13006.84,1029.79,1035.86,0,1,0
11470,48,0,2,0,5360.79,0.59,30.59,0,0,1
11471,35,1,1,0,1247.61,528.5,1359.66,1,0,1
11472,43,1,2,0,1303.66,0.19,0.19,0,0,1
11473,54,1,2,0,236.38,9612.65,20665.68,1,0,1
11474,58,0,2,0,3818.53,3.68,3578.01,0,0,1
11475,42,1,2,1,7576.13,0.54,0.54,0,0,1
11476,59,0,2,1,1520.65,4011.69,2940.26,0,0,1
11477,49,0,1,3,1829.85,12857.37,0.23,0,1,0
11478,50,0,1,1,3831.7,0.43,0.43,0,0,1
11479,55,0,2,0,25.59,71.79,0.36,1,1,0
11480,65,0,2,0,4775.73,5979.63,3730.06,0,1,0
11481,65,0,2,0,1463.04,264.56,422.09,0,0,1
11482,55,0,2,1,40946.71,2857.64,0.5,0,0,1
11483,42,0,2,3,6693.23,8171.47,3533.26,0,1,0
11484,50,0,2,0,8483.56,0.4,0.4,1,0,1
11485,70,1,2,1,11504.76,20144.38,2.34,0,0,1
11486,46,0,2,0,1570.86,0.57,0.57,0,0,1
11487,34,0,2,1,7966.95,0.49,786.2,0,1,0
11488,40,0,2,3,1882.53,107.97,200.11,0,1,0
11489,55,1,2,1,4670.38,0.27,0.27,0,0,1
11490,43,0,1,0,3077.6,0.51,0.51,0,0,1
11491,41,0,1,0,8762.05,71.44,71.44,0,1,0
11492,59,0,1,0,2030.77,0.43,0.43,0,0,1
11493,30,0,2,1,10325.36,16.84,0.41,0,1,0
11494,58,1,2,3,19238.56,0.54,0.54,0,1,0
11495,61,0,3,1,4627.48,111.81,162.36,0,0,1
11496,48,0,2,1,3463.28,212.34,0.59,0,0,1
11497,30,0,1,1,2606.29,0.49,571.91,1,0,1
11498,90,0,2,1,12401.42,0.5,0.5,0,0,1
11499,68,0,2,1,31.07,0.7,400.7,1,0,1
11500,58,0,1,1,2222.81,214.36,142.93,0,0,1
11501,58,0,2,0,3035.78,0.49,0.49,0,0,1
11502,55,0,2,0,163.27,5714.51,0.23,1,1,0
11503,59,0,2,1,4646.59,0.03,1190.14,0,1,0
